股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI,daily_return,stock_code,return_mean_5,return_std_5,open_mean_5,close_mean_5,momentum_5,return_mean_10,return_std_10,open_mean_10,close_mean_10,momentum_10,return_mean_20,return_std_20,open_mean_20,close_mean_20,momentum_20,return_mean_60,return_std_60,open_mean_60,close_mean_60,momentum_60
000001.SZ,2024-06-06,10.9,10.9,10.98,10.88,10.87,0.03,0.276,1049331.53,1145989.43,116.713,1272.1717,9.45295,1272.1717,9.45295,1281.50874,9.52232,1269.83744,9.4356,1268.67031,9.42693,0.046,0.115,-0.139,10.125,20.518,-10.662,31.127,43.241,50.711,10.113,9.696,9.28,-113.401,0.0,000001.SZ,-0.004857851675415392,0.00902420270999993,9.565687999999998,9.518856,-0.019783818311153167,-0.00417996061767052,0.010057421740620132,9.708782,9.668021,-0.0438594982890933,0.0010715507283545922,0.013279257613639635,9.6866675,9.696206499999999,0.01301179977988598,0.0014543195456601765,0.011736466454344563,9.300310833333333,9.313174,0.0500967564913497
000001.SZ,2024-06-07,10.99,10.92,11.01,10.89,10.9,0.09,0.8257,1170126.04,1281662.99,116.713,1274.50596,9.47029,1282.67587,9.531,1285.01013,9.54834,1271.00457,9.44427,1272.1717,9.45295,0.035,0.099,-0.127,12.384,17.806,1.538,41.958,47.333,52.431,10.111,9.698,9.286,-83.967,0.0064105745441798145,000001.SZ,-0.003037287649089482,0.010385810645697656,9.527529999999999,9.498042000000002,-0.010801166986851185,-0.003011143555522744,0.010581214416664014,9.669756,9.640270000000001,-0.028292778413846698,0.0006028565267183816,0.012892423326720175,9.693172,9.698375,0.004571215361476089,0.0015128482168470217,0.011752537621336065,9.308549666666666,9.321991,0.05876707124432645
000001.SZ,2024-06-11,10.87,10.98,11.02,10.79,10.99,-0.12,-1.0919,1337628.54,1452841.96,116.713,1281.50874,9.52232,1268.67031,9.42693,1286.17726,9.55701,1259.33327,9.35755,1282.67587,9.531,0.019,0.083,-0.128,12.296,15.97,4.949,33.523,42.84,50.004,10.116,9.694,9.272,-92.765,-0.010017516739618038,000001.SZ,-0.0025226808032501103,0.009843715103360028,9.503246,9.478964000000001,-0.010017516739618038,-0.005781257600527667,0.007829711514213312,9.641137,9.584767000000001,-0.05560330836829641,-0.00021908310516253194,0.013025286408890424,9.6966405,9.694039,-0.009115323771633377,0.0012013843586371087,0.01180714068389603,9.317222,9.327772666666668,0.038204719587930924
000001.SZ,2024-06-12,10.88,10.85,10.91,10.78,10.87,0.01,0.092,957426.35,1037927.5,116.713,1266.33605,9.40958,1269.83744,9.4356,1273.33883,9.46162,1258.16614,9.34888,1268.67031,9.42693,0.006,0.068,-0.123,14.15,15.363,11.723,34.833,43.329,50.204,10.118,9.693,9.268,-94.264,0.0027652668875763897,000001.SZ,-0.003248018716667844,0.009130388354856208,9.4859,9.454682000000002,-0.012703764043356602,-0.004635208417186998,0.00818641849102765,9.584766,9.539670000000001,-0.045614404186689606,0.00032826147577897367,0.012902501162188206,9.690136,9.692738,-0.002750057601129563,0.0011202445571273866,0.011778882497012819,9.32257,9.332398000000001,0.030303295013802023
000001.SZ,2024-06-13,10.8,10.89,10.93,10.8,10.88,-0.08,-0.7353,1203507.79,1304403.41,116.713,1271.00457,9.44427,1260.5004,9.36622,1275.67309,9.47896,1260.5004,9.36622,1269.83744,9.4356,-0.009,0.052,-0.123,11.059,13.928,5.321,29.292,40.319,48.579,10.12,9.691,9.263,-87.584,-0.00826427029299237,000001.SZ,-0.0018211891201708407,0.007085325027707541,9.459882,9.44254,-0.006440060549935178,-0.004407144818047515,0.008033834428053945,9.542271,9.499777,-0.04085241906166315,0.00023616464957053053,0.012959669460733767,9.689702,9.691436999999999,-0.002770372136998156,0.001299065104176548,0.011547521537631,9.327773333333333,9.339191333333334,0.04549807894519464
000001.SZ,2024-06-14,10.18,10.15,10.23,9.99,10.08,0.1,0.9921,1637990.47,1657433.96,125.0496,1269.25344,9.43126,1273.00493,9.45914,1279.25741,9.5056,1249.2455,9.28259,1260.49997,9.36622,-0.014,0.039,-0.106,23.286,17.047,35.762,43.688,45.819,50.805,10.121,9.68,9.239,-75.154,0.002956126752946986,000001.SZ,-0.0012299637695814436,0.007391982194534369,9.455544,9.443778,0.0006548220396807025,-0.003043907722498418,0.008008429364010942,9.510616,9.481317,-0.019141951151731562,-0.0010906963199307895,0.011019867088596235,9.690786,9.680039,-0.02353232649606174,0.0014616081073957955,0.011500179206557033,9.336084333333334,9.348978833333332,0.06619220932631031
000001.SZ,2024-06-17,10.1,10.13,10.16,10.08,10.18,-0.08,-0.7859,681217.02,688669.91,125.0496,1266.75245,9.41268,1263.00096,9.3848,1270.50394,9.44055,1260.49997,9.36622,1273.00493,9.45914,-0.023,0.027,-0.1,26.245,20.113,38.508,36.545,42.408,49.033,10.1,9.654,9.208,-80.95,-0.002961961949200398,000001.SZ,-0.003104471068257486,0.0060336288202758525,9.444022,9.414538,-0.01533941873885225,-0.003070879358673484,0.00800756754622449,9.485776,9.45629,-0.025974902102423814,-0.0023121490864887796,0.009657614296115466,9.676631500000001,9.6540835,-0.052414652394862205,0.0013332570183134883,0.011505953316633982,9.340472166666666,9.352179333333334,0.020889242306725953
000001.SZ,2024-06-18,10.08,10.11,10.16,10.04,10.1,-0.02,-0.198,700653.08,707829.47,125.0496,1264.25146,9.39409,1260.49997,9.36622,1270.50394,9.44055,1255.49798,9.32905,1263.00096,9.3848,-0.032,0.015,-0.093,26.268,22.165,34.475,34.836,41.564,48.591,10.08,9.629,9.178,-90.888,-0.002966758887768761,000001.SZ,-0.0016943194978876308,0.004687878888599532,9.418375999999999,9.402396,-0.006440060549935178,-0.0021085001505688704,0.0072817519120037906,9.460811,9.44068,-0.016393063875190128,-0.0022417750507469194,0.00964691936252813,9.650707,9.628933499999999,-0.050966540415554595,0.0013153678697239435,0.011511887958205597,9.344405666666665,9.355937333333333,0.024667587088135212
000001.SZ,2024-06-19,10.15,10.1,10.21,10.08,10.08,0.07,0.6944,796184.18,807676.19,125.0496,1263.00096,9.3848,1269.25344,9.43126,1276.75642,9.48701,1260.49997,9.36622,1260.49997,9.36622,-0.033,0.005,-0.077,35.571,26.634,53.445,45.533,45.69,50.23,10.022,9.6,9.178,-50.537,0.004950558349671841,000001.SZ,-0.0012572612054685406,0.005272955172894461,9.413419999999999,9.401528,-0.0004599601509178708,-0.0022526399610681923,0.007106960435879318,9.44966,9.428105,-0.013157880969047908,-0.003010118273579443,0.008269166686782929,9.6290875,9.599664,-0.05844169457852677,0.0016036538139992432,0.011379783635792963,9.348617833333332,9.362802999999998,0.04567306626220158
000001.SZ,2024-06-20,10.05,10.16,10.17,10.05,10.15,-0.1,-0.9852,629627.57,635070.26,125.0496,1270.50394,9.44055,1256.74848,9.33834,1271.75443,9.44984,1256.74848,9.33834,1269.25344,9.43126,-0.041,-0.004,-0.074,30.486,27.918,35.622,35.534,41.161,47.951,9.954,9.565,9.177,-93.184,-0.010826699715588584,000001.SZ,-0.0017697470899877832,0.006172094319568266,9.412676000000001,9.395952,-0.002976654402736645,-0.001795468105079312,0.006264475963343689,9.436278999999999,9.419246000000001,-0.009397545118081885,-0.003551453259358872,0.008414838079763936,9.5998485,9.5653145,-0.06852542509822612,0.0013108076210769926,0.011470975397677457,9.355927333333334,9.367397166666667,0.030415914038767866
000001.SZ,2024-06-21,10.0,10.05,10.09,9.95,10.05,-0.05,-0.4975,830545.28,831176.9,125.0496,1256.74848,9.33834,1250.496,9.29188,1261.75046,9.37551,1244.24352,9.24542,1256.74848,9.33834,-0.05,-0.013,-0.074,25.294,27.043,21.796,31.397,39.049,46.842,9.912,9.536,9.159,-165.771,-0.004975188309699563,000001.SZ,-0.003356010102517093,0.005651079792121303,9.394092,9.3625,-0.017682368587419006,-0.0022929869360492684,0.006303478729588867,9.424818,9.403139,-0.01703912535240304,-0.003236473776859894,0.008226316992124292,9.5668,9.53558,-0.06015129615225501,0.0011959988293120173,0.011499280121091068,9.3605215,9.370928,0.023331420711165007
000001.SZ,2024-06-24,9.98,9.97,10.07,9.88,10.0,-0.02,-0.2,947081.54,944907.47,125.0496,1246.74451,9.26401,1247.99501,9.2733,1259.24947,9.35693,1235.49005,9.18038,1250.496,9.29188,-0.059,-0.022,-0.073,26.386,26.824,25.511,29.735,38.194,46.394,9.88,9.509,9.138,-183.53,0.001002805480563973,000001.SZ,-0.0025630566165642187,0.0059882997264131856,9.364358,9.3402,-0.011880913818088756,-0.0028337638424108524,0.005674411035890776,9.40419,9.377369,-0.02703808624488513,-0.0029224536989667983,0.008264084214026836,9.536973,9.508819500000001,-0.054565882075870764,0.0013562678649601035,0.01142703176758744,9.363876833333334,9.375739166666667,0.03212931417320486
000001.SZ,2024-06-25,10.08,9.99,10.13,9.98,9.98,0.1,1.002,769992.81,775332.07,125.0493,1249.24251,9.28257,1260.49694,9.3662,1266.74941,9.41265,1247.99201,9.27328,1247.99201,9.27328,-0.057,-0.029,-0.056,36.636,30.095,49.719,46.667,44.787,48.94,9.783,9.478,9.173,-71.515,0.009009358399667322,000001.SZ,-0.00016783315907700213,0.0078821201332681,9.342054000000001,9.340196,-2.1353331440820966e-06,-0.0009310763284823165,0.006166590147581383,9.380215,9.371296000000001,-0.006442182131404572,-0.0033561669645049918,0.00729672687924256,9.510676,9.4780315,-0.06168728386008371,0.0014259124872272064,0.011461248986337347,9.368987,9.381520499999999,0.03845966214747887
000001.SZ,2024-06-26,10.08,10.06,10.13,10.02,10.08,0.0,0.0,628598.71,633763.88,125.049,1257.99294,9.34759,1260.49392,9.36617,1266.74637,9.41263,1252.99098,9.31042,1260.49392,9.36617,-0.055,-0.034,-0.042,43.467,34.552,61.297,46.664,44.785,48.94,9.696,9.452,9.208,-45.388,0.0019876781074052996,000001.SZ,-0.0007604092075303104,0.007503396505886161,9.334612000000002,9.327178,-0.006901516870492341,-0.0010088352064994254,0.006119524457643164,9.374016000000001,9.364353000000001,-0.0073583025986688755,-0.0028220218118432117,0.0072763031352225515,9.479391000000001,9.4520115,-0.05263706219649489,0.001219817884901997,0.011335336830309491,9.373735333333332,9.3844105,0.018862649669250997
000001.SZ,2024-06-27,10.13,10.06,10.21,10.0,10.08,0.05,0.496,928881.97,938954.4,125.049,1257.99294,9.34759,1266.74637,9.41263,1276.75029,9.48697,1250.49,9.29184,1260.49392,9.36617,-0.049,-0.037,-0.024,54.226,41.11,80.457,54.55,48.081,50.227,9.632,9.434,9.237,11.869,0.006957943170378567,000001.SZ,0.0027965193696631195,0.005481511899532135,9.31602,9.342035999999998,0.007955375366499817,0.0005133861398376683,0.006006421169870075,9.364348,9.368993999999999,0.004955040560653101,-0.0019468793391049233,0.007350740895428429,9.4533095,9.434385500000001,-0.036099803894461435,0.0013831188537182053,0.011346428391266991,9.376893833333334,9.3890865,0.030722497746951127
000001.SZ,2024-06-28,10.15,10.1,10.26,10.09,10.13,0.02,0.1974,918089.92,933947.81,125.049,1262.9949,9.38476,1269.24735,9.43122,1283.00274,9.53343,1261.74441,9.37546,1266.74637,9.41263,-0.043,-0.038,-0.009,59.834,47.351,84.798,57.563,49.399,50.745,9.596,9.424,9.252,106.506,0.004950579450087034,000001.SZ,0.004781672921620439,0.0033438096638122483,9.325304,9.369904,0.01499588888362724,0.000712831409551673,0.006128419916370013,9.359698,9.366202000000001,-0.0029516425383280254,-0.0011655381564733725,0.007203061076188702,9.435157,9.4237595,-0.022037093492773496,0.0014973354643679714,0.011347286765238787,9.381394499999999,9.394650500000001,0.03669627958818911
000001.SZ,2024-07-01,10.35,10.09,10.35,10.04,10.15,0.2,1.9704,1343051.49,1372549.62,125.049,1261.74441,9.37546,1294.25715,9.61705,1294.25715,9.61705,1255.49196,9.32901,1269.24735,9.43122,-0.022,-0.035,0.026,73.222,55.975,107.717,76.362,60.373,55.573,9.591,9.423,9.255,202.413,0.025768335633664874,000001.SZ,0.00973477895224062,0.009330301819480791,9.347594,9.438654,0.03706878888852949,0.0035858611678382,0.00983050220157915,9.355976,9.389427000000001,0.024747463984315043,0.0002574909045823581,0.009370727590887837,9.420876000000002,9.4228585,-0.0018702510723844767,0.0018151778813984166,0.011755178726319078,9.386607333333334,9.402878166666666,0.05410927297857482
000001.SZ,2024-07-02,10.4,10.3,10.48,10.28,10.35,0.05,0.4831,1384385.7,1440864.39,125.049,1288.0047,9.57059,1300.5096,9.66351,1310.51352,9.73785,1285.50372,9.55201,1294.25715,9.61705,-0.002,-0.029,0.053,77.703,63.218,106.675,79.135,62.586,56.68,9.624,9.43,9.236,267.072,0.009708910317963726,000001.SZ,0.0098746893358999,0.009321945716980059,9.405198,9.498116,0.03174286263372572,0.004853428088411449,0.009708167261169947,9.373626,9.419156000000001,0.03174065951899485,0.001372463968921289,0.009083802896923475,9.4172185,9.429918,0.01482726898486919,0.001786877317875807,0.011733719599748742,9.394060666666666,9.410145666666667,0.04725569116528283
000001.SZ,2024-07-03,10.31,10.4,10.43,10.29,10.4,-0.09,-0.8654,713067.46,737326.42,125.049,1300.5096,9.66351,1289.25519,9.57989,1304.26107,9.69139,1286.75421,9.5613,1300.5096,9.66351,0.007,-0.022,0.057,75.69,67.375,92.321,63.137,56.401,54.145,9.628,9.431,9.234,160.967,-0.008653170535343757,000001.SZ,0.007746519607350089,0.01230879564705412,9.468382,9.540859999999999,0.02281829178842587,0.003493055199909889,0.010604764297634971,9.401497,9.434019000000001,0.015759294092199783,0.0006202076194208484,0.009267357189916229,9.4255785,9.431062,0.0023940542073306315,0.0017680900330666993,0.011749774855542808,9.401472666666669,9.417320333333333,0.04705002836248462
000001.SZ,2024-07-04,10.26,10.3,10.38,10.25,10.31,-0.05,-0.485,735044.24,757464.39,125.049,1288.0047,9.57059,1283.00274,9.53343,1298.00862,9.64493,1281.75225,9.52413,1289.25519,9.57989,0.01,-0.015,0.051,71.57,68.774,77.164,55.638,53.214,52.776,9.638,9.436,9.234,99.278,-0.003882728233055688,000001.SZ,0.005578385326663238,0.013389728548078766,9.512982,9.56502,0.012833820090665249,0.004187452348163178,0.009756332181321376,9.414501,9.453528,0.020891293313372472,0.0011959921215419333,0.008549680745955574,9.42539,9.436387,0.01129742132380307,0.00181417789336701,0.011721593193678697,9.408781333333334,9.425021500000001,0.05093723543107087
000001.SZ,2024-07-05,9.97,10.26,10.29,9.92,10.26,-0.29,-2.8265,1713353.86,1721256.58,125.049,1283.00274,9.53343,1246.73853,9.26396,1286.75421,9.5613,1240.48608,9.2175,1283.00274,9.53343,-0.009,-0.014,0.01,50.69,62.746,26.578,30.46,39.199,45.774,9.642,9.427,9.212,-58.791,-0.028265797304852347,000001.SZ,-0.0010648900243246384,0.020257766061417312,9.542716,9.531568,-0.017734715126992984,0.0018583914486479003,0.014030476119148264,9.43401,9.450736000000001,-0.003004774060792803,-0.000217297743700684,0.01079830067158221,9.429414,9.426937500000001,-0.01999270069131842,0.0013270908680748038,0.01234818874438193,9.417060666666666,9.428665166666667,0.024169351290277863
000001.SZ,2024-07-08,9.93,9.94,10.02,9.85,9.97,-0.04,-0.4012,868659.62,864791.78,125.049,1242.98706,9.23609,1241.73657,9.2268,1252.99098,9.31042,1231.73265,9.15246,1246.73853,9.26396,-0.027,-0.017,-0.02,38.026,54.506,5.066,28.337,37.705,44.916,9.638,9.412,9.185,-123.785,-0.0010058368855219157,000001.SZ,-0.006419724528161997,0.013947388361621906,9.514842,9.453518,-0.04057897172209768,0.0016575272120393115,0.014058436191506362,9.431218,9.446086,-0.005014396169648383,-0.0005881183151857705,0.010685468724721345,9.417704,9.411727500000001,-0.03191690273843251,0.0013582705756846744,0.012339753309533345,9.420239833333333,9.432123166666667,0.023003951517409416
000001.SZ,2024-07-09,10.07,9.94,10.1,9.91,9.93,0.14,1.4099,1032485.3,1034316.51,125.049,1242.98706,9.23609,1259.24343,9.35688,1262.9949,9.38476,1239.23559,9.20821,1241.73657,9.2268,-0.03,-0.019,-0.022,36.991,48.668,13.638,44.562,45.62,48.445,9.636,9.408,9.181,-59.213,0.013078044930268096,000001.SZ,-0.005745897605701123,0.014965614811016683,9.447942000000001,9.392192,-0.031730706544516485,0.002064395865099389,0.014350687306376158,9.42657,9.445154,-0.000995067369904401,0.0005666597683085361,0.010859353984457473,9.403392499999999,9.408225,-0.0074308390960790005,0.001736813775627675,0.012345186783621027,9.424141666666667,9.439483666666666,0.049536468410869006
000001.SZ,2024-07-10,10.14,10.07,10.2,10.05,10.07,0.07,0.6951,873865.11,886626.73,125.049,1259.24343,9.35688,1267.99686,9.42192,1275.4998,9.47767,1256.74245,9.3383,1259.24343,9.35688,-0.027,-0.021,-0.012,40.005,45.78,28.454,51.193,49.144,50.112,9.635,9.408,9.18,-0.571,0.006951034960371416,000001.SZ,-0.0026250565065580878,0.015810914913093634,9.386616,9.360598,-0.016489750926158897,0.0025607315503960006,0.014433332949948334,9.427499000000001,9.450728999999999,0.005952272914115264,0.0007759481719482875,0.010943962889589345,9.4007575,9.407541,-0.0014498283098055564,0.0018363928802309951,0.012363032176265554,9.432080166666667,9.448361666666667,0.059924132996746815
000001.SZ,2024-07-11,10.13,10.21,10.23,10.07,10.14,-0.01,-0.0986,721392.25,731789.33,125.049,1276.75029,9.48697,1266.74637,9.41263,1279.25127,9.50555,1259.24343,9.35688,1267.99686,9.42192,-0.025,-0.022,-0.007,41.484,44.348,35.757,50.164,48.653,49.871,9.636,9.41,9.183,1.944,-0.007836010865429066,000001.SZ,-0.0034157130330327635,0.015987391438260546,9.369892,9.336438,-0.01267120018713086,0.001081336146815237,0.014688470821344224,9.441437,9.450729,0.0,0.0007973611433264527,0.010925747641782045,9.4028925,9.409861500000002,0.004955040560653101,0.0019667211954056,0.012215849611137204,9.442476,9.459831166666667,0.07887823429759533
000001.SZ,2024-07-12,10.31,10.12,10.31,10.12,10.13,0.18,1.7769,1214163.69,1246877.67,125.049,1265.49588,9.40334,1289.25519,9.57989,1289.25519,9.57989,1265.49588,9.40334,1266.74637,9.41263,-0.01,-0.019,0.019,51.995,46.897,62.191,65.246,57.08,54.015,9.654,9.416,9.178,55.744,0.01877524369000816,000001.SZ,0.005992495165939337,0.010662160948794304,9.343874,9.399624,0.0341031265247258,0.0024638025708073495,0.015708284303717703,9.443295,9.465596000000001,0.015763602163877177,0.0015883169901795113,0.011639540228706348,9.401496499999999,9.415899,0.012765431106845027,0.001915511308317619,0.012137281297668617,9.453646166666665,9.470763833333333,0.07350573121931703
000001.SZ,2024-07-15,10.33,10.31,10.35,10.26,10.31,0.02,0.194,869412.47,896975.83,125.049,1289.25519,9.57989,1291.75617,9.59847,1294.25715,9.61705,1283.00274,9.53343,1289.25519,9.57989,0.003,-0.015,0.036,62.25,52.015,82.719,66.594,57.917,54.451,9.677,9.427,9.177,82.497,0.001939479472102601,000001.SZ,0.006581558437464241,0.01025234133521041,9.412634,9.473958,0.040281571075562406,8.091695465112236e-05,0.013421144084097671,9.463738000000001,9.463738000000001,-0.001931985380132173,0.0018333890612446612,0.011590186657231823,9.409856999999999,9.4265825,0.022767666865569858,0.0019478359661859956,0.012134675722494433,9.4647235,9.482150833333332,0.0766349793892489
000001.SZ,2024-07-16,10.3,10.33,10.37,10.24,10.33,-0.03,-0.2904,943008.11,971564.9,125.049,1291.75617,9.59847,1288.0047,9.57059,1296.75813,9.63564,1280.50176,9.51484,1291.75617,9.59847,0.012,-0.009,0.042,69.802,57.944,93.518,62.248,56.126,53.654,9.693,9.437,9.181,65.529,-0.00290462959200799,000001.SZ,0.003385023533009024,0.010211956974754797,9.48511,9.5167,0.022839878250014767,-0.0011804370363460493,0.013001918960109188,9.466526,9.454446,-0.009615553768765328,0.0018364955260326999,0.011588840629683142,9.420076,9.436801,0.021819901731968683,0.0013146252221404402,0.011341381062564338,9.476399499999998,9.488158666666667,0.03913846942276522
000001.SZ,2024-07-17,10.4,10.3,10.42,10.28,10.3,0.1,0.9709,1220168.35,1266412.58,125.049,1288.0047,9.57059,1300.5096,9.66351,1303.01058,9.6821,1285.50372,9.55201,1288.0047,9.57059,0.025,-0.003,0.056,78.698,64.862,106.371,70.063,60.562,55.9,9.723,9.448,9.174,89.3,0.009708910317963726,000001.SZ,0.003936598604527486,0.01052247822863292,9.527852,9.565018,0.025641270569056074,0.0006557710489846991,0.013125330084046783,9.457234,9.462807999999999,0.00872870147778304,0.0020744131244472943,0.011704404810465332,9.4293655,9.448413500000001,0.024625553743614415,0.001129880795991391,0.011106552664341178,9.4829855,9.4931135,0.03174065951899485
000001.SZ,2024-07-18,10.41,10.38,10.43,10.3,10.4,0.01,0.0962,1087061.02,1127365.07,125.049,1298.00862,9.64493,1301.76009,9.6728,1304.26107,9.69139,1288.0047,9.57059,1300.5096,9.66351,0.037,0.005,0.063,84.649,71.458,111.033,70.788,60.992,56.122,9.751,9.465,9.179,84.933,0.002889601065015457,000001.SZ,0.006081720990616391,0.008402147227753003,9.559444000000001,9.617052000000001,0.027640521299573173,0.0013330039787918136,0.01303957303634653,9.464668,9.476745,0.014619082533778638,0.0027602281634774963,0.011303673648047125,9.4395845,9.465136500000002,0.035815787388336684,0.0012091736059565465,0.01110176920768445,9.488931500000001,9.499813166666666,0.04335970280946011
000001.SZ,2024-07-19,10.37,10.38,10.42,10.29,10.41,-0.04,-0.3842,898723.24,929722.66,125.049,1298.00862,9.64493,1296.75813,9.63564,1303.01058,9.6821,1286.75421,9.5613,1301.76009,9.6728,0.042,0.013,0.059,85.92,76.278,105.203,63.411,58.22,54.968,9.766,9.482,9.199,66.163,-0.0009632003550051893,000001.SZ,0.0021340321816137207,0.00482100808259398,9.607762000000001,9.628201999999998,0.005819482269629361,0.0040632636737765295,0.008061668710807076,9.475818,9.513913,0.04012107133450482,0.002960827561212215,0.011194242341585734,9.454913999999999,9.4823245,0.036995742519274843,0.001412411382571499,0.010944813805492995,9.495889333333333,9.508639666666669,0.058158037788064165
000001.SZ,2024-07-22,10.23,10.36,10.38,10.19,10.37,-0.14,-1.35,994480.87,1018663.81,125.049,1295.50764,9.62634,1279.25127,9.50555,1298.00862,9.64493,1274.24931,9.46838,1296.75813,9.63564,0.035,0.017,0.036,73.07,75.209,68.791,44.106,49.612,51.127,9.761,9.494,9.227,22.386,-0.012547863466281228,000001.SZ,-0.000763436406063045,0.008162598601330593,9.617052000000001,9.609618000000001,-0.009680709529748088,0.002909061015700598,0.009555838519222107,9.514843,9.541788,0.030210907356829964,0.0022832941138699546,0.01171686770140756,9.4730305,9.493937,0.025045021729049877,0.001155701609637568,0.011090080330011652,9.504416333333333,9.514719833333334,0.039910335487061355
000001.SZ,2024-07-23,10.18,10.25,10.33,10.16,10.23,-0.05,-0.4888,1020153.63,1046994.47,125.049,1281.75225,9.52413,1272.99882,9.45909,1291.75617,9.59847,1270.49784,9.44051,1279.25127,9.50555,0.026,0.019,0.014,58.898,69.772,37.151,39.015,46.91,49.83,9.76,9.499,9.238,3.211,-0.006828970205152607,000001.SZ,-0.0015483045286919684,0.008597062955808544,9.602184,9.587318,-0.011650274434491403,0.0009183595021585278,0.009271333005515397,9.543647,9.552009000000002,0.01092351296586025,0.0014913776836289582,0.01177344374229519,9.4851085,9.4985815,0.009917575964638825,0.001026028760546773,0.011137893301178503,9.511095333333333,9.520170166666666,0.035810062778756535
000001.SZ,2024-07-24,10.13,10.18,10.24,10.12,10.18,-0.05,-0.4912,724517.57,736332.83,125.049,1272.99882,9.45909,1266.74637,9.41263,1280.50176,9.51484,1265.49588,9.40334,1272.99882,9.45909,0.015,0.018,-0.007,40.341,59.962,1.099,34.269,44.279,48.545,9.758,9.501,9.244,-26.471,-0.004911677550377469,000001.SZ,-0.004472422102360207,0.005862444880777166,9.579884000000002,9.537142,-0.02596158124739356,-0.0002679117489163607,0.009172072983494718,9.553868,9.55108,-0.0009859986075024807,0.00114640990073982,0.011858903651068684,9.4906835,9.5009045,0.004960405373808152,0.0007695765824936936,0.011093688873277522,9.516979333333332,9.523689999999998,0.02295184232033254
000001.SZ,2024-07-25,10.09,10.12,10.15,10.0,10.13,-0.04,-0.3949,856404.43,861750.37,125.049,1265.49588,9.40334,1261.74441,9.37546,1269.24735,9.43122,1250.49,9.29184,1266.74637,9.41263,0.003,0.015,-0.024,33.871,51.265,-0.917,30.685,42.213,47.521,9.759,9.499,9.239,-77.446,-0.0029649039596568727,000001.SZ,-0.005643323107294674,0.004435403587539206,9.531566000000002,9.477673999999999,-0.030739806467620534,0.00021919894166085862,0.008849150491743209,9.545505,9.547363,-0.00394894944346047,0.0006502675442380479,0.011810441763335264,9.493471,9.499046,-0.00394894944346047,0.0007044278027985629,0.01110411993157042,9.520633333333334,9.526734833333332,0.019873226459489413
000001.SZ,2024-07-26,10.03,10.1,10.12,9.97,10.09,-0.06,-0.5946,929551.95,931879.55,125.049,1262.9949,9.38476,1254.24147,9.31971,1265.49588,9.40334,1246.73853,9.26396,1261.74441,9.37546,-0.011,0.01,-0.042,26.928,43.152,-5.52,25.824,39.218,46.003,9.764,9.493,9.223,-114.817,-0.00693145056453226,000001.SZ,-0.006836973149200088,0.0035820015771322027,9.479532,9.414488,-0.03278765084623336,-0.002351470483793183,0.006195775967345116,9.543647,9.521345,-0.02715897572936643,5.616604350708321e-05,0.011881375946783701,9.493471,9.4934705,-0.011823496854065474,0.00019433402261386605,0.01072765540816514,9.524411333333335,9.525815166666666,-0.00588593572831253
000001.SZ,2024-07-29,10.11,10.02,10.14,9.97,10.03,0.08,0.7976,781552.43,788019.06,125.049,1252.99098,9.31042,1264.24539,9.39405,1267.99686,9.42192,1246.73853,9.26396,1254.24147,9.31971,-0.016,0.005,-0.041,28.097,38.134,8.023,40.823,44.904,48.301,9.75,9.482,9.215,-99.063,0.00898240895684621,000001.SZ,-0.0025309186645745994,0.006637977799655188,9.416348,9.392188,-0.011729989322027623,-0.0016471775353188224,0.007075568643155287,9.5167,9.500903,-0.021297144232362064,-0.00078313029033385,0.010479676004891116,9.490219,9.4823205,-0.0231879838411988,0.0003594686205267076,0.010786222014674402,9.523481333333333,9.5264235,0.0039005936382920936
000001.SZ,2024-07-30,10.08,10.1,10.13,10.03,10.11,-0.03,-0.2967,613267.95,618056.61,125.049,1262.9949,9.38476,1260.49392,9.36617,1266.74637,9.41263,1254.24147,9.31971,1264.24539,9.39405,-0.022,0.0,-0.042,26.702,34.323,11.46,37.418,43.249,47.51,9.726,9.467,9.209,-88.538,-0.001980871114445115,000001.SZ,-0.0015612988464331012,0.006192323662772627,9.388473999999999,9.373604,-0.009823355100754827,-0.0015548016875625349,0.007063347312975095,9.495329000000002,9.480461,-0.021359184752455018,-0.001367619361954292,0.010185561741067918,9.4809275,9.467453500000001,-0.03076935813177617,0.00043290707011597873,0.010754462133860231,9.521477666666668,9.525121833333333,-0.008269564508426752
