股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
002285.SZ,2024-01-02,2.4,2.42,2.43,2.38,2.41,-0.01,-0.4149,150134.0,36011.09,14.703,35.58126,2.42,35.2872,2.4,35.72829,2.43,34.99314,2.38,35.43423,2.41,-0.067,-0.052,-0.03,17.507,14.374,23.771,30.614,33.837,39.205,2.743,2.537,2.331,-75.969
002285.SZ,2024-01-03,2.4,2.39,2.42,2.38,2.4,0.0,0.0,164725.6,39567.75,14.703,35.14017,2.39,35.2872,2.4,35.58126,2.42,34.99314,2.38,35.2872,2.4,-0.067,-0.055,-0.024,20.004,16.251,27.511,30.614,33.837,39.205,2.735,2.526,2.316,-72.227
002285.SZ,2024-01-04,2.37,2.39,2.4,2.35,2.4,-0.03,-1.25,151843.0,36031.79,14.703,35.14017,2.39,34.84611,2.37,35.2872,2.4,34.55205,2.35,35.2872,2.4,-0.069,-0.058,-0.022,17.503,16.668,19.172,24.803,31.154,37.826,2.721,2.511,2.301,-89.285
002285.SZ,2024-01-05,2.36,2.37,2.41,2.35,2.37,-0.01,-0.4219,212676.6,50719.85,14.703,34.84611,2.37,34.69908,2.36,35.43423,2.41,34.55205,2.35,34.84611,2.37,-0.071,-0.061,-0.02,14.699,16.012,12.073,23.053,30.281,37.369,2.7,2.495,2.29,-87.99
002285.SZ,2024-01-08,2.33,2.39,2.42,2.32,2.36,-0.03,-1.2712,228350.87,53913.51,14.703,35.14017,2.39,34.25799,2.33,35.58126,2.42,34.11096,2.32,34.69908,2.36,-0.074,-0.063,-0.021,12.18,14.735,7.071,18.384,27.737,36.006,2.694,2.482,2.27,-113.039
002285.SZ,2024-01-09,2.33,2.32,2.37,2.31,2.33,0.0,0.0,159783.6,37357.36,14.703,34.11096,2.32,34.25799,2.33,34.84611,2.37,33.96393,2.31,34.25799,2.33,-0.075,-0.066,-0.019,12.882,14.117,10.412,18.384,27.737,36.006,2.687,2.47,2.252,-141.834
002285.SZ,2024-01-10,2.32,2.32,2.35,2.29,2.33,-0.01,-0.4292,121934.4,28305.51,14.703,34.11096,2.32,34.11096,2.32,34.55205,2.35,33.66987,2.29,34.25799,2.33,-0.076,-0.068,-0.016,14.838,14.357,15.799,16.755,26.843,35.536,2.663,2.453,2.243,-152.214
002285.SZ,2024-01-11,2.35,2.31,2.42,2.29,2.32,0.03,1.2931,330148.2,77439.07,14.703,33.96393,2.31,34.55205,2.35,35.58126,2.42,33.66987,2.29,34.11096,2.32,-0.073,-0.069,-0.009,22.392,17.036,33.105,36.888,33.827,38.068,2.639,2.44,2.24,-75.476
002285.SZ,2024-01-12,2.34,2.33,2.38,2.32,2.35,-0.01,-0.4255,227202.28,53274.97,14.703,34.25799,2.33,34.40502,2.34,34.99314,2.38,34.11096,2.32,34.55205,2.35,-0.071,-0.069,-0.004,26.833,20.301,39.896,33.634,32.692,37.555,2.603,2.424,2.245,-77.249
002285.SZ,2024-01-15,2.35,2.33,2.37,2.3,2.34,0.01,0.4274,202341.08,47400.91,14.703,34.25799,2.33,34.55205,2.35,34.84611,2.37,33.8169,2.3,34.40502,2.34,-0.068,-0.069,0.002,33.273,24.625,50.569,39.986,35.068,38.421,2.549,2.408,2.267,-81.667
002285.SZ,2024-01-16,2.33,2.36,2.39,2.3,2.35,-0.02,-0.8511,216914.0,50487.15,14.703,34.69908,2.36,34.25799,2.33,35.14017,2.39,33.8169,2.3,34.55205,2.35,-0.067,-0.069,0.004,32.439,27.23,42.856,32.517,32.56,37.34,2.513,2.395,2.277,-71.264
002285.SZ,2024-01-17,2.26,2.32,2.32,2.26,2.33,-0.07,-3.0043,152448.02,34950.4,14.703,34.11096,2.32,33.22878,2.26,34.11096,2.32,33.22878,2.26,34.25799,2.33,-0.07,-0.069,-0.002,21.626,25.362,14.154,18.221,25.575,33.862,2.496,2.382,2.267,-174.236
002285.SZ,2024-01-18,2.24,2.25,2.26,2.17,2.26,-0.02,-0.885,231701.81,51357.21,14.703,33.08175,2.25,32.93472,2.24,33.22878,2.26,31.90551,2.17,33.22878,2.26,-0.074,-0.07,-0.008,23.75,24.825,21.602,15.834,23.973,32.946,2.49,2.37,2.249,-235.135
002285.SZ,2024-01-19,2.24,2.24,2.27,2.22,2.24,0.0,0.0,132406.8,29762.73,14.703,32.93472,2.24,32.93472,2.24,33.37581,2.27,32.64066,2.22,32.93472,2.24,-0.076,-0.071,-0.009,25.167,24.939,25.623,15.834,23.973,32.946,2.474,2.356,2.239,-156.504
002285.SZ,2024-01-22,2.12,2.22,2.24,2.08,2.24,-0.12,-5.3571,229173.6,49626.71,14.703,32.64066,2.22,31.17036,2.12,32.93472,2.24,30.58224,2.08,32.93472,2.24,-0.086,-0.074,-0.024,20.7,23.526,15.047,7.428,16.561,28.003,2.491,2.34,2.19,-212.5
002285.SZ,2024-01-23,2.14,2.09,2.15,2.06,2.12,0.02,0.9434,169336.16,35765.93,14.703,30.72927,2.09,31.46442,2.14,31.61145,2.15,30.28818,2.06,31.17036,2.12,-0.091,-0.077,-0.028,21.207,22.753,18.116,16.314,21.002,29.834,2.494,2.326,2.158,-177.677
002285.SZ,2024-01-24,2.23,2.15,2.23,2.12,2.14,0.09,4.2056,276324.33,60535.84,14.703,31.61145,2.15,32.78769,2.23,32.78769,2.23,31.17036,2.12,31.46442,2.14,-0.087,-0.079,-0.016,31.31,25.605,42.719,44.883,37.366,37.319,2.487,2.318,2.148,-84.544
002285.SZ,2024-01-25,2.33,2.23,2.34,2.23,2.23,0.1,4.4843,281527.8,64617.3,14.703,32.78769,2.23,34.25799,2.33,34.40502,2.34,32.78769,2.23,32.78769,2.23,-0.075,-0.079,0.007,48.146,33.119,78.2,62.124,49.936,44.219,2.481,2.314,2.148,21.59
