股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
002286.SZ,2024-01-02,8.24,8.35,8.35,8.13,8.12,0.12,1.4778,55524.0,45678.73,3.634,30.3439,8.16552,29.94416,8.05795,30.3439,8.16552,29.54442,7.95038,29.50808,7.9406,-0.013,-0.027,0.028,60.43,47.959,85.372,72.891,60.078,54.139,8.121,7.912,7.703,185.343
002286.SZ,2024-01-03,8.27,8.21,8.33,8.18,8.24,0.03,0.3641,48216.0,39790.26,3.634,29.83514,8.02862,30.05318,8.08729,30.27122,8.14596,29.72612,7.99928,29.94416,8.05795,0.002,-0.021,0.047,69.1,55.006,97.289,75.117,61.707,54.974,8.129,7.914,7.699,164.257
002286.SZ,2024-01-04,8.22,8.27,8.3,8.2,8.27,-0.05,-0.6046,31194.0,25710.37,3.634,30.05318,8.08729,29.87148,8.0384,30.1622,8.11663,29.7988,8.01884,30.05318,8.08729,0.01,-0.015,0.05,72.056,60.689,94.788,64.521,57.446,53.286,8.101,7.908,7.714,125.926
002286.SZ,2024-01-05,8.14,8.22,8.29,8.09,8.22,-0.08,-0.9732,33778.0,27722.06,3.634,29.87148,8.0384,29.58076,7.96016,30.12586,8.10685,29.39906,7.91127,29.87148,8.0384,0.01,-0.01,0.04,69.506,63.628,81.262,50.771,51.267,50.688,8.076,7.901,7.726,68.734
002286.SZ,2024-01-08,7.99,8.12,8.14,7.98,8.14,-0.15,-1.8428,24605.0,19817.21,3.634,29.50808,7.9406,29.03566,7.81348,29.58076,7.96016,28.99932,7.8037,29.58076,7.96016,-0.002,-0.008,0.013,58.618,61.958,51.938,34.316,42.022,46.275,8.074,7.895,7.717,-27.194
002286.SZ,2024-01-09,7.96,7.99,8.07,7.9,7.99,-0.03,-0.3755,25671.0,20475.31,3.634,29.03566,7.81348,28.92664,7.78414,29.32638,7.89171,28.7086,7.72546,29.03566,7.81348,-0.013,-0.009,-0.008,49.605,57.84,33.134,31.839,40.431,45.449,8.074,7.889,7.704,-69.815
002286.SZ,2024-01-10,7.98,7.94,8.03,7.88,7.96,0.02,0.2513,23446.0,18702.52,3.634,28.85396,7.76458,28.99932,7.8037,29.18102,7.85259,28.63592,7.70591,28.92664,7.78414,-0.021,-0.012,-0.018,40.162,51.948,16.591,35.56,42.027,46.118,8.069,7.882,7.696,-78.559
002286.SZ,2024-01-11,8.08,8.0,8.09,7.93,7.98,0.1,1.2531,24742.4,19904.25,3.634,29.072,7.82326,29.36272,7.90149,29.39906,7.91127,28.81762,7.7548,28.99932,7.8037,-0.018,-0.013,-0.011,40.959,48.285,26.308,51.458,49.419,49.358,8.07,7.883,7.696,-33.383
002286.SZ,2024-01-12,8.13,8.05,8.23,8.05,8.08,0.05,0.6188,41613.0,33940.37,3.634,29.2537,7.87215,29.54442,7.95038,29.90782,8.04817,29.2537,7.87215,29.36272,7.90149,-0.013,-0.013,0.001,45.037,47.202,40.706,57.717,52.709,50.899,8.074,7.885,7.696,35.21
002286.SZ,2024-01-15,8.1,8.12,8.19,8.06,8.13,-0.03,-0.369,25634.0,20821.4,3.634,29.50808,7.9406,29.4354,7.92105,29.76246,8.00906,29.29004,7.88193,29.54442,7.95038,-0.01,-0.012,0.004,46.321,46.908,45.146,52.814,50.557,49.947,8.076,7.886,7.697,15.642
002286.SZ,2024-01-16,8.15,8.11,8.18,8.04,8.1,0.05,0.6173,41450.0,33566.17,3.634,29.47174,7.93083,29.6171,7.96994,29.72612,7.99928,29.21736,7.86237,29.4354,7.92105,-0.004,-0.011,0.013,52.309,48.709,59.51,59.666,53.973,51.523,8.084,7.891,7.698,18.879
002286.SZ,2024-01-17,7.97,8.15,8.16,7.96,8.15,-0.18,-2.2086,31139.0,25136.4,3.634,29.6171,7.96994,28.96298,7.79392,29.65344,7.97972,28.92664,7.78414,29.6171,7.96994,-0.014,-0.011,-0.005,42.19,46.536,33.498,36.664,42.453,46.074,8.084,7.891,7.698,-62.461
002286.SZ,2024-01-18,7.74,7.9,7.97,7.56,7.97,-0.23,-2.8858,56055.0,43326.08,3.634,28.7086,7.72546,28.12716,7.569,28.96298,7.79392,27.47304,7.39298,28.96298,7.79392,-0.039,-0.017,-0.044,37.082,43.384,24.477,23.043,32.718,40.38,8.114,7.882,7.65,-214.524
002286.SZ,2024-01-19,7.67,7.74,7.79,7.64,7.74,-0.07,-0.9044,24932.8,19226.85,3.634,28.12716,7.569,27.87278,7.50055,28.30886,7.6179,27.76376,7.47121,28.12716,7.569,-0.063,-0.026,-0.075,30.194,38.987,12.606,20.29,30.403,38.855,8.149,7.863,7.578,-185.378
002286.SZ,2024-01-22,7.14,7.67,7.74,7.11,7.67,-0.53,-6.91,39748.0,29307.08,3.634,27.87278,7.50055,25.94676,6.98226,28.12716,7.569,25.83774,6.95292,27.87278,7.50055,-0.123,-0.046,-0.156,21.022,32.999,-2.932,9.729,19.189,29.927,8.303,7.824,7.346,-251.004
002286.SZ,2024-01-23,6.99,7.07,7.28,6.87,7.14,-0.15,-2.1008,56257.0,39238.61,3.634,25.69238,6.9138,25.40166,6.83557,26.45552,7.11916,24.96558,6.71822,25.94676,6.98226,-0.181,-0.073,-0.216,16.956,27.651,-4.435,8.268,17.227,28.025,8.42,7.776,7.132,-224.306
002286.SZ,2024-01-24,7.11,6.98,7.15,6.8,6.99,0.12,1.7167,42679.0,29914.98,3.634,25.36532,6.82579,25.83774,6.95292,25.9831,6.99203,24.7112,6.64977,25.40166,6.83557,-0.214,-0.101,-0.226,18.53,24.611,6.368,19.829,24.008,31.651,8.465,7.73,6.995,-166.599
002286.SZ,2024-01-25,7.5,7.12,7.5,7.1,7.11,0.39,5.4852,42362.0,31137.68,3.634,25.87408,6.9627,27.255,7.3343,27.255,7.3343,25.8014,6.94314,25.83774,6.95292,-0.208,-0.122,-0.171,29.14,26.121,35.179,46.249,41.111,41.624,8.457,7.704,6.952,-78.443
002286.SZ,2024-01-26,7.59,7.51,7.66,7.45,7.5,0.09,1.2,29839.9,22658.95,3.634,27.29134,7.34408,27.58206,7.42231,27.83644,7.49077,27.0733,7.28541,27.255,7.3343,-0.193,-0.136,-0.113,38.509,30.25,55.026,50.744,44.268,43.606,8.438,7.681,6.924,-31.99
002286.SZ,2024-01-29,7.35,7.58,7.59,7.33,7.59,-0.24,-3.1621,34612.0,25833.64,3.634,27.54572,7.41253,26.7099,7.18762,27.58206,7.42231,26.63722,7.16806,27.58206,7.42231,-0.198,-0.149,-0.099,39.153,33.218,51.023,40.032,38.295,39.843,8.419,7.643,6.867,-51.925
002286.SZ,2024-01-30,7.07,7.34,7.34,7.05,7.35,-0.28,-3.8095,36335.0,26143.89,3.634,26.67356,7.17784,25.69238,6.9138,26.67356,7.17784,25.6197,6.89424,26.7099,7.18762,-0.222,-0.163,-0.117,33.794,33.41,34.563,30.899,32.682,36.054,8.399,7.586,6.773,-88.933
002286.SZ,2024-01-31,6.71,7.07,7.13,6.68,7.07,-0.36,-5.0919,52566.54,35997.07,3.634,25.69238,6.9138,24.38414,6.56176,25.91042,6.97248,24.27512,6.53242,25.69238,6.9138,-0.266,-0.184,-0.164,23.43,30.083,10.124,22.855,27.109,31.976,8.403,7.51,6.617,-125.079
