股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
002387.SZ,2024-01-02,11.09,11.21,11.32,10.97,11.21,-0.12,-1.0705,149404.49,165887.89,3.558,39.88518,11.21,39.45822,11.09,40.27656,11.32,39.03126,10.97,39.88518,11.21,-0.027,-0.065,0.077,54.098,42.121,78.051,62.665,55.747,54.176,11.215,10.707,10.199,139.453
002387.SZ,2024-01-03,10.42,10.96,10.97,10.33,11.09,-0.67,-6.0415,221058.78,232607.61,3.558,38.99568,10.96,37.07436,10.42,39.03126,10.97,36.75414,10.33,39.45822,11.09,-0.052,-0.063,0.022,43.96,42.734,46.411,41.457,44.53,48.326,11.219,10.703,10.187,-36.351
002387.SZ,2024-01-04,10.23,10.52,10.56,10.19,10.42,-0.19,-1.8234,90288.53,93000.01,3.558,37.43016,10.52,36.39834,10.23,37.57248,10.56,36.25602,10.19,37.07436,10.42,-0.086,-0.067,-0.037,33.035,39.501,20.102,37.175,41.921,46.83,11.235,10.694,10.154,-95.628
002387.SZ,2024-01-05,10.11,10.23,10.39,10.05,10.23,-0.12,-1.173,128872.27,131226.66,3.558,36.39834,10.23,35.97138,10.11,36.96762,10.39,35.7579,10.05,36.39834,10.23,-0.121,-0.078,-0.086,23.33,34.111,1.769,34.476,40.294,45.894,11.258,10.662,10.066,-119.21
002387.SZ,2024-01-08,9.83,9.87,10.14,9.81,10.11,-0.28,-2.7695,97197.22,96324.97,3.558,35.11746,9.87,34.97514,9.83,36.07812,10.14,34.90398,9.81,35.97138,10.11,-0.17,-0.097,-0.147,15.93,28.051,-8.311,28.653,36.672,43.763,11.312,10.616,9.92,-160.993
002387.SZ,2024-01-09,9.86,9.85,10.16,9.69,9.83,0.03,0.3052,96942.18,95950.4,3.558,35.0463,9.85,35.08188,9.86,36.14928,10.16,34.47702,9.69,34.97514,9.83,-0.204,-0.118,-0.171,13.618,23.24,-5.625,30.169,37.33,44.054,11.314,10.562,9.81,-139.354
002387.SZ,2024-01-10,9.79,9.8,9.92,9.52,9.86,-0.07,-0.7099,89835.74,87385.14,3.558,34.8684,9.8,34.83282,9.79,35.29536,9.92,33.87216,9.52,35.08188,9.86,-0.233,-0.141,-0.185,13.448,19.976,0.392,28.474,36.367,43.507,11.315,10.508,9.7,-146.331
002387.SZ,2024-01-11,9.86,9.79,10.0,9.75,9.79,0.07,0.715,81416.14,80485.44,3.558,34.83282,9.79,35.08188,9.86,35.58,10.0,34.6905,9.75,34.83282,9.79,-0.248,-0.163,-0.172,14.467,18.14,7.121,32.992,38.109,44.229,11.313,10.465,9.616,-102.018
002387.SZ,2024-01-12,9.91,9.91,10.0,9.75,9.86,0.05,0.5071,93519.98,92425.23,3.558,35.25978,9.91,35.25978,9.91,35.58,10.0,34.6905,9.75,35.08188,9.86,-0.253,-0.181,-0.145,16.867,17.715,15.17,36.433,39.401,44.756,11.298,10.424,9.551,-84.012
002387.SZ,2024-01-15,9.75,9.89,9.93,9.72,9.91,-0.16,-1.6145,72603.0,71218.38,3.558,35.18862,9.89,34.6905,9.75,35.33094,9.93,34.58376,9.72,35.25978,9.91,-0.267,-0.198,-0.138,16.532,17.321,14.954,30.432,36.724,43.388,11.231,10.36,9.488,-86.09
002387.SZ,2024-01-16,9.72,9.72,9.8,9.55,9.75,-0.03,-0.3077,57930.0,55846.98,3.558,34.58376,9.72,34.58376,9.72,34.8684,9.8,33.9789,9.55,34.6905,9.75,-0.277,-0.214,-0.127,17.432,17.358,17.579,29.344,36.221,43.13,11.196,10.306,9.416,-91.293
002387.SZ,2024-01-17,9.33,9.7,9.75,9.29,9.72,-0.39,-4.0123,127635.77,121241.77,3.558,34.5126,9.7,33.19614,9.33,34.6905,9.75,33.05382,9.29,34.58376,9.72,-0.313,-0.234,-0.159,12.833,15.85,6.8,18.841,30.327,39.911,11.212,10.24,9.269,-111.547
002387.SZ,2024-01-18,9.4,9.2,9.49,8.98,9.33,0.07,0.7503,173673.47,158899.26,3.558,32.7336,9.2,33.4452,9.4,33.76542,9.49,31.95084,8.98,33.19614,9.33,-0.332,-0.253,-0.157,20.42,17.373,26.514,24.65,32.479,40.739,11.197,10.178,9.16,-120.456
002387.SZ,2024-01-19,9.3,9.39,9.49,9.27,9.4,-0.1,-1.0638,64125.29,60057.42,3.558,33.40962,9.39,33.0894,9.3,33.76542,9.49,32.98266,9.27,33.4452,9.4,-0.351,-0.273,-0.156,22.653,19.133,29.693,21.956,30.987,39.919,11.121,10.096,9.072,-110.95
002387.SZ,2024-01-22,8.72,9.3,9.36,8.65,9.3,-0.58,-6.2366,96039.6,86038.57,3.558,33.0894,9.3,31.02576,8.72,33.30288,9.36,30.7767,8.65,33.0894,9.3,-0.408,-0.3,-0.217,16.83,18.365,13.76,12.47,24.012,35.583,11.197,10.017,8.837,-181.653
002387.SZ,2024-01-23,8.8,8.75,8.9,8.57,8.72,0.08,0.9174,83836.0,73538.49,3.558,31.1325,8.75,31.3104,8.8,31.6662,8.9,30.49206,8.57,31.02576,8.72,-0.442,-0.328,-0.227,16.581,17.771,14.203,18.312,26.502,36.574,11.191,9.928,8.665,-167.91
002387.SZ,2024-01-24,8.94,8.91,9.01,8.49,8.8,0.14,1.5909,104083.6,91434.09,3.558,31.70178,8.91,31.80852,8.94,32.05758,9.01,30.20742,8.49,31.3104,8.8,-0.452,-0.353,-0.198,20.988,18.843,25.278,28.353,30.828,38.309,11.179,9.86,8.54,-127.299
002387.SZ,2024-01-25,9.26,8.96,9.27,8.8,8.94,0.32,3.5794,94521.14,86058.38,3.558,31.87968,8.96,32.94708,9.26,32.98266,9.27,31.3104,8.8,31.80852,8.94,-0.43,-0.368,-0.122,31.816,23.167,49.113,46.418,39.681,42.085,11.129,9.805,8.481,-64.587
002387.SZ,2024-01-26,8.83,9.24,9.24,8.81,9.26,-0.43,-4.6436,91635.66,82590.42,3.558,32.87592,9.24,31.41714,8.83,32.87592,9.24,31.34598,8.81,32.94708,9.26,-0.441,-0.383,-0.117,29.862,25.399,38.788,33.001,33.412,38.758,11.058,9.718,8.378,-78.905
002387.SZ,2024-01-29,8.77,8.83,8.97,8.67,8.83,-0.06,-0.6795,88594.46,77927.29,3.558,31.41714,8.83,31.20366,8.77,31.91526,8.97,30.84786,8.67,31.41714,8.83,-0.45,-0.396,-0.107,27.316,26.038,29.871,31.477,32.628,38.317,10.809,9.596,8.383,-93.04
002387.SZ,2024-01-30,8.57,8.75,8.96,8.53,8.77,-0.2,-2.2805,111010.29,97108.28,3.558,31.1325,8.75,30.49206,8.57,31.87968,8.96,30.34974,8.53,31.20366,8.77,-0.468,-0.411,-0.114,20.877,24.318,13.996,26.571,30.061,36.858,10.553,9.47,8.387,-97.655
002387.SZ,2024-01-31,8.15,8.05,8.55,8.0,8.57,-0.42,-4.9008,157111.21,130104.94,3.558,28.6419,8.05,28.9977,8.15,30.4209,8.55,28.464,8.0,30.49206,8.57,-0.51,-0.431,-0.159,17.274,21.97,7.882,19.077,25.47,34.02,10.492,9.356,8.221,-152.608
002387.SZ,2024-02-01,7.85,8.06,8.28,7.75,8.15,-0.3,-3.681,180867.29,143607.56,3.558,28.67748,8.06,27.9303,7.85,29.46024,8.28,27.5745,7.75,28.9977,8.15,-0.561,-0.457,-0.209,13.586,19.175,2.408,15.363,22.762,32.173,10.476,9.238,7.999,-172.728
002387.SZ,2024-02-02,7.25,8.0,8.0,7.07,7.85,-0.6,-7.6433,252008.24,187971.32,3.558,28.464,8.0,25.7955,7.25,28.464,8.0,25.15506,7.07,27.9303,7.85,-0.643,-0.494,-0.298,11.785,16.712,1.931,10.471,18.475,28.9,10.54,9.094,7.649,-211.775
002387.SZ,2024-02-05,6.53,7.26,7.29,6.53,7.25,-0.72,-9.931,211994.01,141009.78,3.558,25.83108,7.26,23.23374,6.53,25.93782,7.29,23.23374,6.53,25.7955,7.25,-0.757,-0.547,-0.42,7.856,13.76,-3.95,7.179,14.821,25.634,10.715,8.93,7.144,-211.763
002387.SZ,2024-02-06,6.69,6.25,6.88,5.98,6.53,0.16,2.4502,301046.72,192138.89,3.558,22.2375,6.25,23.80302,6.69,24.47904,6.88,21.27684,5.98,23.23374,6.53,-0.825,-0.602,-0.445,12.431,13.317,10.659,14.359,18.718,27.533,10.75,8.771,6.792,-173.371
002387.SZ,2024-02-07,6.81,6.7,7.23,6.54,6.69,0.12,1.7937,307879.51,212980.09,3.558,23.8386,6.7,24.22998,6.81,25.72434,7.23,23.26932,6.54,23.80302,6.69,-0.859,-0.653,-0.411,16.774,14.469,21.384,19.933,21.651,28.953,10.717,8.622,6.527,-114.416
002387.SZ,2024-02-08,7.2,6.85,7.28,6.65,6.81,0.39,5.7269,282061.36,195930.37,3.558,24.3723,6.85,25.6176,7.2,25.90224,7.28,23.6607,6.65,24.22998,6.81,-0.845,-0.692,-0.306,24.784,17.907,38.536,36.142,30.537,33.379,10.591,8.489,6.387,-82.404
002387.SZ,2024-02-19,7.51,7.3,7.6,7.3,7.2,0.31,4.3056,156209.1,116297.42,3.558,25.9734,7.3,26.72058,7.51,27.0408,7.6,25.9734,7.3,25.6176,7.2,-0.799,-0.713,-0.172,33.637,23.151,54.609,46.478,36.757,36.653,10.405,8.369,6.333,-40.486
002387.SZ,2024-02-20,7.76,7.5,7.88,7.35,7.51,0.25,3.3289,139580.81,106455.91,3.558,26.685,7.5,27.61008,7.76,28.03704,7.88,26.1513,7.35,26.72058,7.51,-0.735,-0.718,-0.034,45.511,30.604,75.326,53.726,41.376,39.169,10.219,8.269,6.32,-18.886
