股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
002066.SZ,2024-01-02,11.33,11.12,11.43,11.05,11.11,0.22,1.9802,39705.98,44948.41,3.184,35.40608,10.8571,36.07472,11.06213,36.39312,11.15977,35.1832,10.78875,35.37424,10.84733,-0.014,-0.011,-0.007,60.285,41.367,98.121,67.664,58.196,54.919,11.314,10.849,10.384,60.65
002066.SZ,2024-01-03,11.35,11.35,11.39,11.22,11.33,0.02,0.1765,27527.0,31142.22,3.184,36.1384,11.08166,36.1384,11.08166,36.26576,11.12071,35.72448,10.95473,36.07472,11.06213,0.01,-0.007,0.033,70.593,51.109,109.561,68.476,58.726,55.226,11.328,10.855,10.382,74.86
002066.SZ,2024-01-04,11.39,11.37,11.42,11.3,11.35,0.04,0.3524,21075.7,23920.58,3.184,36.20208,11.10119,36.26576,11.12071,36.36128,11.15,35.9792,11.03284,36.1384,11.08166,0.031,0.001,0.061,78.93,60.383,116.025,70.266,59.837,55.854,11.336,10.858,10.379,102.936
002066.SZ,2024-01-05,11.28,11.33,11.5,11.24,11.39,-0.11,-0.9658,27667.76,31429.59,3.184,36.07472,11.06213,35.91552,11.01331,36.616,11.22811,35.78816,10.97426,36.26576,11.12071,0.039,0.009,0.062,78.47,66.412,102.587,59.176,55.366,53.693,11.338,10.859,10.379,96.444
002066.SZ,2024-01-08,11.21,11.36,11.37,11.2,11.28,-0.07,-0.6206,27800.0,31394.07,3.184,36.17024,11.09142,35.69264,10.94497,36.20208,11.10119,35.6608,10.93521,35.91552,11.01331,0.04,0.015,0.05,75.783,69.536,88.278,52.811,52.636,52.349,11.346,10.872,10.399,64.801
002066.SZ,2024-01-09,11.33,11.19,11.36,11.14,11.21,0.12,1.0705,29951.0,33740.82,3.184,35.62896,10.92544,36.07472,11.06213,36.17024,11.09142,35.46976,10.87662,35.69264,10.94497,0.049,0.022,0.055,78.073,72.381,89.456,61.361,56.635,54.392,11.365,10.887,10.41,62.829
002066.SZ,2024-01-10,11.14,11.3,11.34,11.1,11.33,-0.19,-1.677,22916.0,25642.64,3.184,35.9792,11.03284,35.46976,10.87662,36.10656,11.0719,35.3424,10.83757,36.07472,11.06213,0.041,0.025,0.031,72.339,72.367,72.281,45.647,49.427,50.793,11.36,10.883,10.407,34.124
002066.SZ,2024-01-11,11.15,11.18,11.24,11.11,11.14,0.01,0.0898,19781.0,22099.41,3.184,35.59712,10.91568,35.5016,10.88639,35.78816,10.97426,35.37424,10.84733,35.46976,10.87662,0.035,0.027,0.015,56.197,66.977,34.636,46.512,49.793,50.971,11.35,10.877,10.405,22.633
002066.SZ,2024-01-12,11.13,11.14,11.36,11.12,11.15,-0.02,-0.1794,22468.0,25247.52,3.184,35.46976,10.87662,35.43792,10.86686,36.17024,11.09142,35.40608,10.8571,35.5016,10.88639,0.028,0.027,0.001,43.39,59.115,11.942,44.801,49.018,50.589,11.277,10.854,10.43,30.61
002066.SZ,2024-01-15,11.06,11.11,11.21,11.03,11.13,-0.07,-0.6289,30123.0,33439.85,3.184,35.37424,10.84733,35.21504,10.79852,35.69264,10.94497,35.11952,10.76923,35.43792,10.86686,0.017,0.025,-0.017,31.055,49.761,-6.359,38.805,46.265,49.241,11.241,10.837,10.433,-14.141
002066.SZ,2024-01-16,11.02,11.12,11.16,10.86,11.06,-0.04,-0.3617,27495.0,30195.65,3.184,35.40608,10.8571,35.08768,10.75946,35.53344,10.89615,34.57824,10.60324,35.21504,10.79852,0.005,0.021,-0.032,29.036,42.853,1.403,35.542,44.7,48.47,11.239,10.833,10.428,-68.345
002066.SZ,2024-01-17,10.81,11.0,11.14,10.81,11.02,-0.21,-1.9056,27907.02,30744.05,3.184,35.024,10.73993,34.41904,10.55443,35.46976,10.87662,34.41904,10.55443,35.08768,10.75946,-0.021,0.013,-0.067,19.358,35.021,-11.97,23.236,37.447,44.643,11.242,10.819,10.395,-148.472
002066.SZ,2024-01-18,10.55,10.8,10.85,10.23,10.81,-0.26,-2.4052,36238.0,37925.57,3.184,34.3872,10.54466,33.5912,10.30057,34.5464,10.59348,32.57232,9.98814,34.41904,10.55443,-0.061,-0.002,-0.118,22.262,30.768,5.249,15.343,30.715,40.511,11.272,10.793,10.313,-268.323
002066.SZ,2024-01-19,10.38,10.55,10.65,10.38,10.55,-0.17,-1.6114,27803.0,29212.71,3.184,33.5912,10.30057,33.04992,10.13459,33.9096,10.39821,33.04992,10.13459,33.5912,10.30057,-0.105,-0.023,-0.165,19.266,26.934,3.93,12.115,27.224,38.105,11.313,10.756,10.199,-201.058
