股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
001300.SZ,2024-01-02,20.76,20.32,20.88,20.01,20.28,0.48,2.3669,170391.46,349146.81,1.005,20.4216,20.30586,20.8638,20.74555,20.9844,20.86547,20.11005,19.99607,20.3814,20.26588,0.503,0.726,-0.447,44.059,52.496,27.183,45.479,49.446,53.246,24.396,21.194,17.993,-16.61
001300.SZ,2024-01-03,19.58,20.46,20.46,19.34,20.76,-1.18,-5.684,164418.34,324918.62,1.005,20.5623,20.44576,19.6779,19.56637,20.5623,20.44576,19.4367,19.32654,20.8638,20.74555,0.334,0.648,-0.627,33.615,46.202,8.439,37.046,44.898,50.572,24.067,20.992,17.918,-61.546
001300.SZ,2024-01-04,20.42,19.68,20.77,19.16,19.58,0.84,4.2901,191551.16,385458.17,1.005,19.7784,19.6663,20.5221,20.40579,20.87385,20.75554,19.2558,19.14666,19.6779,19.56637,0.266,0.571,-0.611,30.456,40.954,9.46,45.654,48.572,52.349,23.358,20.78,18.201,-43.702
001300.SZ,2024-01-05,19.66,20.76,20.96,19.51,20.42,-0.76,-3.7218,161373.48,326550.9,1.005,20.8638,20.74555,19.7583,19.64632,21.0648,20.94541,19.60755,19.49642,20.5221,20.40579,0.148,0.487,-0.677,23.497,35.135,0.221,39.753,45.573,50.631,23.19,20.652,18.115,-53.071
001300.SZ,2024-01-08,20.04,19.66,20.65,19.43,19.66,0.38,1.9329,153573.61,309719.09,1.005,19.7583,19.64632,20.1402,20.02605,20.75325,20.63563,19.52715,19.41648,19.7583,19.64632,0.085,0.406,-0.643,21.284,30.518,2.816,44.089,47.346,51.462,23.19,20.655,18.12,-51.126
001300.SZ,2024-01-09,18.35,20.1,20.59,18.05,20.04,-1.69,-8.4331,220479.48,420971.88,1.005,20.2005,20.08601,18.44175,18.33723,20.69295,20.57567,18.14025,18.03744,20.1402,20.02605,-0.1,0.305,-0.811,15.769,25.602,-3.896,31.853,40.884,47.732,23.283,20.556,17.829,-115.328
001300.SZ,2024-01-10,17.26,18.0,18.2,17.02,18.35,-1.09,-5.9401,176619.3,307346.18,1.005,18.09,17.98747,17.3463,17.24799,18.291,18.18733,17.1051,17.00815,18.44175,18.33723,-0.331,0.178,-1.018,12.298,21.167,-5.439,26.221,37.302,45.512,23.438,20.366,17.295,-186.707
001300.SZ,2024-01-11,17.85,17.32,17.97,17.27,17.26,0.59,3.4183,118541.23,209498.0,1.005,17.4066,17.30794,17.93925,17.83758,18.05985,17.95749,17.35635,17.25798,17.3463,17.24799,-0.461,0.05,-1.023,15.221,19.185,7.293,33.822,40.386,46.907,23.506,20.242,16.979,-142.582
001300.SZ,2024-01-12,16.86,18.0,18.05,16.8,17.85,-0.99,-5.5462,125269.48,214699.8,1.005,18.09,17.98747,16.9443,16.84826,18.14025,18.03744,16.884,16.78831,17.93925,17.83758,-0.637,-0.087,-1.099,10.628,16.333,-0.781,28.011,37.05,44.894,23.686,20.12,16.555,-143.334
001300.SZ,2024-01-15,17.06,16.76,17.13,16.66,16.86,0.2,1.1862,72808.56,123750.3,1.005,16.8438,16.74833,17.1453,17.04813,17.21565,17.11808,16.7433,16.6484,16.9443,16.84826,-0.751,-0.22,-1.062,10.186,14.284,1.991,30.889,38.175,45.388,23.799,19.994,16.189,-125.801
001300.SZ,2024-01-16,16.87,17.0,17.08,16.44,17.06,-0.19,-1.1137,72164.34,120133.76,1.005,17.085,16.98817,16.95435,16.85826,17.1654,17.06811,16.5222,16.42856,17.1453,17.04813,-0.848,-0.346,-1.004,9.962,12.843,4.199,29.543,37.481,44.989,23.864,19.825,15.785,-110.358
001300.SZ,2024-01-17,16.99,16.7,17.45,16.7,16.87,0.12,0.7113,101560.74,173695.82,1.005,16.7835,16.68838,17.07495,16.97817,17.53725,17.43785,16.7835,16.68838,16.95435,16.85826,-0.904,-0.457,-0.893,10.697,12.128,7.836,31.796,38.255,45.306,23.929,19.706,15.483,-85.181
001300.SZ,2024-01-18,17.07,17.14,17.66,16.56,16.99,0.08,0.4709,107302.78,181521.71,1.005,17.2257,17.12807,17.15535,17.05812,17.7483,17.64771,16.6428,16.54847,17.07495,16.97817,-0.931,-0.552,-0.758,12.12,12.125,12.109,33.498,38.806,45.525,23.972,19.595,15.219,-71.044
001300.SZ,2024-01-19,16.73,16.77,18.03,16.7,17.07,-0.34,-1.9918,156012.57,269680.1,1.005,16.85385,16.75833,16.81365,16.71836,18.12015,18.01745,16.7835,16.68838,17.15535,17.05812,-0.969,-0.636,-0.667,10.409,11.553,8.121,29.717,37.264,44.732,23.853,19.371,14.889,-59.845
001300.SZ,2024-01-22,15.88,16.33,16.73,15.5,16.73,-0.85,-5.0807,112567.15,183450.21,1.005,16.41165,16.31863,15.9594,15.86895,16.81365,16.71836,15.5775,15.48921,16.81365,16.71836,-1.055,-0.719,-0.672,11.631,11.579,11.734,22.2,33.621,42.787,23.576,19.052,14.527,-105.846
001300.SZ,2024-01-23,15.82,15.84,16.11,15.55,15.88,-0.06,-0.3778,68556.0,107842.96,1.005,15.9192,15.82897,15.8991,15.80899,16.19055,16.09879,15.62775,15.53918,15.9594,15.86895,-1.116,-0.799,-0.634,11.937,11.698,12.414,21.734,33.37,42.651,23.26,18.741,14.222,-109.739
001300.SZ,2024-01-24,16.05,15.83,16.34,15.59,15.82,0.23,1.4539,67557.74,107961.59,1.005,15.90915,15.81898,16.13025,16.03883,16.4217,16.32863,15.66795,15.57915,15.8991,15.80899,-1.132,-0.865,-0.533,15.147,12.848,19.746,28.622,35.389,43.373,22.23,18.332,14.433,-97.872
001300.SZ,2024-01-25,16.42,15.94,16.43,15.72,16.05,0.37,2.3053,72936.74,117551.29,1.005,16.0197,15.92891,16.5021,16.40857,16.51215,16.41856,15.7986,15.70906,16.13025,16.03883,-1.103,-0.913,-0.379,22.22,15.972,34.715,38.987,38.651,44.547,21.407,18.012,14.617,-83.422
001300.SZ,2024-01-26,16.17,16.42,16.6,16.11,16.42,-0.25,-1.5225,52266.0,85484.81,1.005,16.5021,16.40857,16.25085,16.15875,16.683,16.58845,16.19055,16.09879,16.5021,16.40857,-1.087,-0.948,-0.278,23.64,18.528,33.865,34.88,37.264,43.905,21.074,17.794,14.513,-66.637
001300.SZ,2024-01-29,15.38,16.16,16.17,15.34,16.17,-0.79,-4.8856,48583.37,75672.36,1.005,16.2408,16.14875,15.4569,15.3693,16.25085,16.15875,15.4167,15.32932,16.25085,16.15875,-1.125,-0.983,-0.284,16.256,17.771,13.226,24.924,33.163,41.915,20.785,17.549,14.312,-119.57
