股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
000756.SZ,2024-01-02,20.31,20.39,20.55,20.22,20.38,-0.07,-0.3435,69658.67,141996.68,2.07,42.2073,19.72304,42.0417,19.64565,42.5385,19.8778,41.8554,19.5586,42.1866,19.71336,-0.322,-0.272,-0.1,41.285,28.989,65.877,46.628,43.917,46.456,21.205,20.006,18.807,-31.36
000756.SZ,2024-01-03,20.5,20.09,20.79,20.01,20.31,0.19,0.9355,113317.23,232929.6,2.07,41.5863,19.43285,42.435,19.82944,43.0353,20.10995,41.4207,19.35547,42.0417,19.64565,-0.292,-0.276,-0.032,53.061,37.013,85.157,54.145,47.019,47.668,21.098,19.957,18.815,-12.062
000756.SZ,2024-01-04,20.17,20.46,20.46,20.06,20.5,-0.33,-1.6098,70304.65,141744.76,2.07,42.3522,19.79075,41.7519,19.51023,42.3522,19.79075,41.5242,19.40383,42.435,19.82944,-0.291,-0.279,-0.024,52.041,42.022,72.078,41.858,42.559,45.79,21.075,19.923,18.77,-33.596
000756.SZ,2024-01-05,19.66,20.17,20.18,19.55,20.17,-0.51,-2.5285,99266.9,196888.73,2.07,41.7519,19.51023,40.6962,19.01692,41.7726,19.51991,40.4685,18.91051,41.7519,19.51023,-0.326,-0.288,-0.075,37.651,40.565,31.822,29.459,36.691,43.054,21.105,19.89,18.675,-123.172
000756.SZ,2024-01-08,19.3,19.71,19.79,19.3,19.66,-0.36,-1.8311,57602.73,112255.28,2.07,40.7997,19.06528,39.951,18.66869,40.9653,19.14266,39.951,18.66869,40.6962,19.01692,-0.377,-0.306,-0.142,25.1,35.41,4.481,23.551,33.17,41.24,21.15,19.825,18.5,-176.395
000756.SZ,2024-01-09,19.45,19.41,19.58,19.22,19.3,0.15,0.7772,52646.61,102154.37,2.07,40.1787,18.77509,40.2615,18.81379,40.5306,18.93953,39.7854,18.59131,39.951,18.66869,-0.402,-0.325,-0.153,21.617,30.812,3.226,30.519,35.963,42.297,21.159,19.766,18.373,-149.721
000756.SZ,2024-01-10,19.26,19.45,19.55,19.13,19.45,-0.19,-0.9769,47329.0,91508.99,2.07,40.2615,18.81379,39.8682,18.63,40.4685,18.91051,39.5991,18.50425,40.2615,18.81379,-0.431,-0.346,-0.169,17.022,26.215,-1.366,26.805,33.999,41.314,21.135,19.682,18.229,-142.102
000756.SZ,2024-01-11,19.44,19.27,19.64,19.26,19.26,0.18,0.9346,60879.0,118053.94,2.07,39.8889,18.63967,40.2408,18.80411,40.6548,18.99757,39.8682,18.63,39.8682,18.63,-0.435,-0.364,-0.142,17.573,23.335,6.049,35.7,37.525,42.632,20.794,19.548,18.303,-95.315
000756.SZ,2024-01-12,19.34,19.4,19.55,19.29,19.44,-0.1,-0.5144,54176.2,105057.05,2.07,40.158,18.76542,40.0338,18.70738,40.4685,18.91051,39.9303,18.65902,40.2408,18.80411,-0.441,-0.379,-0.123,15.932,20.867,6.062,33.024,36.349,42.084,20.472,19.425,18.377,-89.788
000756.SZ,2024-01-15,20.17,19.3,20.88,19.13,19.34,0.83,4.2916,141013.17,280149.89,2.07,39.951,18.66869,41.7519,19.51023,43.2216,20.19701,39.5991,18.50425,40.0338,18.70738,-0.376,-0.379,0.005,30.431,24.055,43.183,61.65,50.426,47.884,20.299,19.375,18.451,39.537
