股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
000004.SZ,2024-01-02,16.14,16.1,16.44,16.05,16.13,0.01,0.062,28867.0,46791.15,4.064,65.4304,16.1,65.59296,16.14,66.81216,16.44,65.2272,16.05,65.55232,16.13,-0.475,-0.432,-0.087,35.971,23.11,61.692,48.735,42.404,44.637,17.899,16.594,15.288,-19.696
000004.SZ,2024-01-03,16.3,16.13,16.3,15.9,16.14,0.16,0.9913,30331.0,48777.55,4.064,65.55232,16.13,66.2432,16.3,66.2432,16.3,64.6176,15.9,65.59296,16.14,-0.433,-0.432,-0.002,47.129,31.117,79.153,54.672,45.234,45.762,17.818,16.545,15.272,-15.537
000004.SZ,2024-01-04,16.88,16.19,17.53,15.92,16.3,0.58,3.5583,160185.52,270724.05,4.064,65.79616,16.19,68.60032,16.88,71.24192,17.53,64.69888,15.92,66.2432,16.3,-0.349,-0.415,0.133,55.037,39.09,86.93,69.856,54.143,49.634,17.802,16.538,15.274,93.665
000004.SZ,2024-01-05,16.36,16.58,17.49,16.04,16.88,-0.52,-3.0806,129763.88,216743.56,4.064,67.38112,16.58,66.48704,16.36,71.07936,17.49,65.18656,16.04,68.60032,16.88,-0.32,-0.396,0.152,52.536,43.572,70.463,51.35,46.711,46.527,17.709,16.492,15.274,72.86
000004.SZ,2024-01-08,16.34,16.25,16.7,16.0,16.36,-0.02,-0.1222,83138.52,136151.69,4.064,66.04,16.25,66.40576,16.34,67.8688,16.7,65.024,16.0,66.48704,16.36,-0.296,-0.376,0.161,50.569,45.904,59.899,50.729,46.443,46.41,17.623,16.448,15.274,29.202
000004.SZ,2024-01-09,15.9,16.15,16.48,15.78,16.34,-0.44,-2.6928,72727.51,116930.79,4.064,65.6336,16.15,64.6176,15.9,66.97472,16.48,64.12992,15.78,66.40576,16.34,-0.309,-0.363,0.108,42.236,44.682,37.346,38.464,40.832,43.886,17.512,16.38,15.247,-20.541
000004.SZ,2024-01-10,16.23,15.82,17.1,15.4,15.9,0.33,2.0755,115795.1,189236.0,4.064,64.29248,15.82,65.95872,16.23,69.4944,17.1,62.5856,15.4,64.6176,15.9,-0.289,-0.348,0.119,41.147,43.503,36.433,49.461,46.155,46.177,17.273,16.307,15.342,26.967
000004.SZ,2024-01-11,16.86,16.08,16.91,15.96,16.23,0.63,3.8817,115921.5,193317.66,4.064,65.34912,16.08,68.51904,16.86,68.72224,16.91,64.86144,15.96,65.95872,16.23,-0.219,-0.322,0.206,50.279,45.762,59.314,64.143,54.652,50.226,17.185,16.287,15.389,97.589
000004.SZ,2024-01-12,16.03,16.6,16.7,16.0,16.86,-0.83,-4.9229,85264.0,139146.86,4.064,67.4624,16.6,65.14592,16.03,67.8688,16.7,65.024,16.0,68.51904,16.86,-0.229,-0.304,0.149,43.379,44.968,40.201,43.956,44.548,45.519,17.083,16.239,15.395,24.077
000004.SZ,2024-01-15,15.75,15.77,16.03,15.64,16.03,-0.28,-1.7467,46757.0,73775.86,4.064,64.08928,15.77,64.008,15.75,65.14592,16.03,63.56096,15.64,65.14592,16.03,-0.256,-0.294,0.076,34.396,41.444,20.302,38.988,41.711,44.065,17.019,16.188,15.356,-70.987
