股票代码,交易日期,收盘价,开盘价,最高价,最低价,昨收价,涨跌额,涨跌幅,成交量(手),成交额(千元),复权因子,开盘价后复权,开盘价前复权,收盘价后复权,收盘价前复权,最高价后复权,最高价前复权,最低价后复权,最低价前复权,昨收价后复权,昨收价前复权,MACD_DIF(基于前复权价格计算),MACD_DEA,MACD,KDJ_K,KDJ_D,KDJ_J,RSI_6,RSI_12,RSI_24,BOLL_UPPER,BOLL_MID,BOLL_LOWER,CCI
002037.SZ,2024-01-02,8.5,8.59,8.64,8.31,8.61,-0.11,-1.2776,171574.9,145603.88,4.177,35.88043,8.59,35.5045,8.5,36.08928,8.64,34.71087,8.31,35.96397,8.61,-0.062,-0.127,0.13,57.622,42.984,86.899,65.266,57.038,51.022,8.681,8.22,7.759,88.495
002037.SZ,2024-01-03,8.5,8.49,8.63,8.35,8.5,0.0,0.0,137947.0,116976.69,4.177,35.46273,8.49,35.5045,8.5,36.04751,8.63,34.87795,8.35,35.5045,8.5,-0.037,-0.109,0.143,60.93,48.966,84.857,65.266,57.038,51.022,8.701,8.228,7.754,84.933
002037.SZ,2024-01-04,8.4,8.5,8.63,8.36,8.5,-0.1,-1.1765,112514.64,95256.07,4.177,35.5045,8.5,35.0868,8.4,36.04751,8.63,34.91972,8.36,35.5045,8.5,-0.026,-0.092,0.133,60.21,52.714,75.203,56.844,53.099,49.157,8.7,8.227,7.754,74.696
002037.SZ,2024-01-05,8.12,8.28,8.46,8.08,8.4,-0.28,-3.3333,108001.0,88829.31,4.177,34.58556,8.28,33.91724,8.12,35.33742,8.46,33.75016,8.08,35.0868,8.4,-0.039,-0.082,0.086,51.544,52.324,49.983,39.652,43.85,44.414,8.684,8.214,7.744,11.123
002037.SZ,2024-01-08,8.03,8.1,8.19,8.03,8.12,-0.09,-1.1084,55275.69,44820.34,4.177,33.8337,8.1,33.54131,8.03,34.20963,8.19,33.54131,8.03,33.91724,8.12,-0.055,-0.076,0.042,43.134,49.261,30.882,35.509,41.326,43.022,8.682,8.205,7.729,-25.648
002037.SZ,2024-01-09,8.07,8.01,8.18,7.98,8.03,0.04,0.4981,64403.87,52016.03,4.177,33.45777,8.01,33.70839,8.07,34.16786,8.18,33.33246,7.98,33.54131,8.03,-0.065,-0.074,0.018,38.698,45.74,24.614,38.913,42.919,43.839,8.679,8.198,7.718,-27.543
002037.SZ,2024-01-10,8.0,8.01,8.15,7.9,8.07,-0.07,-0.8674,53080.89,42702.38,4.177,33.45777,8.01,33.416,8.0,34.04255,8.15,32.9983,7.9,33.70839,8.07,-0.077,-0.075,-0.005,29.235,40.238,7.229,35.03,40.804,42.721,8.667,8.182,7.698,-44.916
002037.SZ,2024-01-11,8.05,7.98,8.11,7.95,8.0,0.05,0.625,45521.0,36504.45,4.177,33.33246,7.98,33.62485,8.05,33.87547,8.11,33.20715,7.95,33.416,8.0,-0.082,-0.076,-0.011,24.645,35.04,3.853,40.149,42.993,43.789,8.649,8.168,7.686,-41.506
002037.SZ,2024-01-12,8.05,8.08,8.18,8.02,8.05,0.0,0.0,54497.85,44099.81,4.177,33.75016,8.08,33.62485,8.05,34.16786,8.18,33.49954,8.02,33.62485,8.05,-0.084,-0.078,-0.013,23.186,31.089,7.381,40.149,42.993,43.789,8.613,8.148,7.682,-29.862
002037.SZ,2024-01-15,7.98,8.06,8.06,7.94,8.05,-0.07,-0.8696,40506.0,32356.5,4.177,33.66662,8.06,33.33246,7.98,33.66662,8.06,33.16538,7.94,33.62485,8.05,-0.091,-0.08,-0.022,19.111,27.096,3.139,34.646,40.498,42.579,8.589,8.128,7.668,-59.977
